    64009	2016-09-05 17:00:02	1	0	1	0
    59027	2016-09-05 17:00:09	1	0	1	0
    60006	2016-09-05 17:00:20	1	0	1	0
    61006	2016-09-05 17:00:34	1	0	1	0
    64010	2016-09-05 17:00:40	1	0	1	0
    67002	2016-09-05 17:00:44	1	0	1	0
    72100	2016-09-05 17:00:52	1	0	1	0
    92050	2016-09-05 17:00:58	1	0	1	0
    61013	2016-09-05 17:01:03	1	0	1	0
    74020	2016-09-05 17:01:08	1	0	1	0
    88034	2016-09-05 17:01:13	1	0	1	0
    90076	2016-09-05 17:01:21	1	0	1	0
    86153	2016-09-05 17:01:25	1	0	1	0
    71090	2016-09-05 17:01:29	1	0	1	0
    74040	2016-09-05 17:01:34	1	0	15	0
    58008	2016-09-05 17:01:48	1	0	1	0
    61004	2016-09-05 17:01:56	1	0	15	0
    92069	2016-09-05 17:02:05	1	0	1	0
    87124	2016-09-05 17:02:09	1	0	1	0
    87123	2016-09-05 17:02:19	1	0	1	0
    55002	2016-09-05 17:02:23	1	0	1	0
    80114	2016-09-05 17:02:29	1	0	1	0
    78012	2016-09-05 17:02:31	1	0	15	0
    73001	2016-09-05 17:02:37	1	0	1	0
    83120	2016-09-05 17:02:43	1	0	1	0
    91063	2016-09-05 17:02:48	1	0	1	0
    69046	2016-09-05 17:02:54	1	0	1	0
    71121	2016-09-05 17:03:03	1	0	1	0
    62027	2016-09-05 17:03:13	1	0	1	0
    67055	2016-09-05 17:03:22	1	0	1	0
    94020	2016-09-05 17:03:33	1	0	1	0
    87106	2016-09-05 17:03:39	1	0	1	0
    76139	2016-09-05 17:03:43	1	0	1	0
    57062	2016-09-05 17:03:51	1	0	1	0
    66073	2016-09-05 17:04:01	1	0	1	0
    52003	2016-09-05 17:04:14	1	0	1	0
    65007	2016-09-05 17:04:19	1	0	1	0
    85064	2016-09-05 17:04:24	1	0	1	0
    86079	2016-09-05 17:04:31	1	0	1	0
    76135	2016-09-05 17:04:41	1	0	1	0
    68045	2016-09-05 17:04:51	1	0	1	0
    57008	2016-09-05 17:04:57	1	0	1	0
    86083	2016-09-05 17:05:03	1	0	1	0
    80176	2016-09-05 17:05:09	1	0	1	0
    61012	2016-09-05 17:05:20	1	0	1	0
    57015	2016-09-05 17:05:29	1	0	1	0
    58077	2016-09-05 17:05:44	1	0	1	0
    85036	2016-09-05 17:06:02	1	0	1	0
    85005	2016-09-05 17:06:07	1	0	1	0
    75057	2016-09-05 17:06:10	1	0	1	0
    59005	2016-09-05 17:06:14	1	0	1	0
    91042	2016-09-05 17:06:20	1	0	15	0
    95024	2016-09-05 17:06:27	1	0	15	0
    56001	2016-09-05 17:06:38	1	0	15	0
    91012	2016-09-05 17:06:56	1	0	1	0
    75020	2016-09-05 17:08:04	1	0	1	0
    76075	2016-09-05 17:08:13	1	0	15	0
    75048	2016-09-05 17:09:01	1	0	1	0
    85143	2016-09-05 17:10:29	1	0	1	0
    79020	2016-09-05 17:11:25	1	0	15	0
    63004	2016-09-05 17:11:45	1	0	15	0
    88093	2016-09-05 17:11:50	1	0	1	0
    85012	2016-09-05 17:11:57	1	0	1	0
    81163	2016-09-05 17:12:18	1	0	15	0
    93009	2016-09-05 17:13:45	1	0	1	0
    60018	2016-09-05 17:14:11	1	0	1	0
    79022	2016-09-05 17:23:49	1	0	1	0
    80053	2016-09-05 17:24:16	1	0	1	0
    76016	2016-09-05 17:24:36	1	0	1	0
    80043	2016-09-05 17:26:13	1	0	1	0
    63012	2016-09-05 17:26:23	1	0	1	0
    80090	2016-09-05 17:28:28	1	0	1	0
    87003	2016-09-05 17:35:41	1	0	1	0
    61056	2016-09-05 17:35:45	1	0	1	0
    87060	2016-09-05 18:09:55	1	0	1	0
    57015	2016-09-06 05:38:40	1	0	1	0
    60015	2016-09-06 06:20:17	1	0	1	0
    54026	2016-09-06 06:22:09	1	0	1	0
    60006	2016-09-06 06:23:42	1	0	1	0
    96006	2016-09-06 07:01:55	1	0	1	0
    60018	2016-09-06 07:03:44	1	0	1	0
    59028	2016-09-06 07:06:04	1	0	15	0
    59005	2016-09-06 07:07:48	1	0	1	0
    59009	2016-09-06 07:08:38	1	0	1	0
    83153	2016-09-06 07:08:55	1	0	1	0
    76135	2016-09-06 07:12:48	1	0	15	0
    71093	2016-09-06 07:13:01	1	0	1	0
    64009	2016-09-06 07:13:13	1	0	1	0
    63060	2016-09-06 07:16:51	1	0	1	0
    68057	2016-09-06 07:23:22	1	0	1	0
    61013	2016-09-06 07:24:04	1	0	1	0
    76016	2016-09-06 07:25:14	1	0	15	0
    85090	2016-09-06 07:25:23	1	0	1	0
    74009	2016-09-06 07:25:55	1	0	1	0
    86143	2016-09-06 07:26:51	1	0	15	0
    92071	2016-09-06 07:30:20	1	0	1	0
    88100	2016-09-06 07:32:09	1	0	1	0
    95024	2016-09-06 07:38:04	1	0	1	0
    74020	2016-09-06 07:38:15	1	0	1	0
    64019	2016-09-06 07:39:11	1	0	1	0
    65024	2016-09-06 07:39:48	1	0	1	0
    77104	2016-09-06 07:39:55	1	0	1	0
    87060	2016-09-06 07:40:18	1	0	1	0
    64001	2016-09-06 07:40:42	1	0	1	0
    69005	2016-09-06 07:41:22	1	0	1	0
    63049	2016-09-06 07:41:28	1	0	1	0
    72100	2016-09-06 07:42:19	1	0	1	0
    53014	2016-09-06 07:44:03	1	0	1	0
    87134	2016-09-06 07:44:31	1	0	1	0
    83160	2016-09-06 07:44:42	1	0	1	0
    72038	2016-09-06 07:44:59	1	0	1	0
    85144	2016-09-06 07:45:14	1	0	1	0
    82111	2016-09-06 07:45:19	1	0	1	0
    62009	2016-09-06 07:45:36	1	0	1	0
    56061	2016-09-06 07:45:54	1	0	1	0
    73001	2016-09-06 07:46:09	1	0	1	0
    86153	2016-09-06 07:46:19	1	0	1	0
    64062	2016-09-06 07:47:04	1	0	1	0
    61006	2016-09-06 07:47:14	1	0	1	0
    87008	2016-09-06 07:47:54	1	0	1	0
    90010	2016-09-06 07:48:36	1	0	1	0
    84156	2016-09-06 07:48:49	1	0	1	0
    67065	2016-09-06 07:48:59	1	0	15	0
    80114	2016-09-06 07:49:07	1	0	1	0
    86083	2016-09-06 07:50:23	1	0	1	0
    98903	2016-09-06 07:50:45	1	0	1	0
    82010	2016-09-06 07:50:50	1	0	1	0
    92004	2016-09-06 07:51:37	1	0	1	0
    82027	2016-09-06 07:51:42	1	0	1	0
    88014	2016-09-06 07:51:49	1	0	1	0
    71090	2016-09-06 07:51:56	1	0	1	0
    82043	2016-09-06 07:52:00	1	0	1	0
    67002	2016-09-06 07:52:07	1	0	1	0
    92069	2016-09-06 07:52:16	1	0	1	0
    58008	2016-09-06 07:52:25	1	0	1	0
    74040	2016-09-06 07:52:30	1	0	15	0
    92063	2016-09-06 07:52:44	1	0	1	0
    71007	2016-09-06 07:53:43	1	0	1	0
    88093	2016-09-06 07:53:51	1	0	1	0
    91012	2016-09-06 07:54:35	1	0	1	0
    88034	2016-09-06 07:54:51	1	0	1	0
    94020	2016-09-06 07:54:57	1	0	1	0
    59027	2016-09-06 07:55:09	1	0	1	0
    80005	2016-09-06 07:55:39	1	0	1	0
    79022	2016-09-06 07:55:59	1	0	1	0
